Name of Initiative, Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Valley View Hospital Association,Valley View Hospital Association,"1906 Blake Ave Glenwood Springs, CO 81601 (39.532859, -107.322794)",1906 Blake Ave,,Glenwood Springs,CO,81601,(970) 384-7300,1982668133,Administrative Location,733
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Grand River Hospital District,Grand River Diabetes Prevention,"501 Airport Rd Rifle, CO 81650 (39.522587, -107.77201)",501 Airport Rd,,Rifle,CO,81650,(970) 625-6200,1194365544,Community Setting,188
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Grand River Hospital District,Grand River Hospital District,"501 Airport Rd Rifle, CO 81650 (39.522587, -107.77201)",501 Airport Rd,,Rifle,CO,81650,(970) 625-6200,1194365544,Administrative Location,189
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of Wyoming,University Of Wyoming,"820 E 17th St Cheyenne, WY 82001 (41.137259, -104.806082)",820 E 17th St,,Cheyenne,WY,82001,(307) 777-7911 x 210,1013531730,Administrative Location,932
Medicare Diabetes Prevention Program (MDPP) Expanded Model,West Park Hospital District,West Park Hospital District,"707 Sheridan Ave Cody, WY 82414 (44.526071, -109.073576)",707 Sheridan Ave,,Cody,WY,82414,(307) 527-7501,1558351536,Administrative Location,936
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Powell Valley Health Care Inc,"Powell Valley Healthcare, Inc","777 Avenue H  Powell WY 82435 (44.756646, -108.77107)",777 Avenue H,,Powell,WY,82435,(307) 754-2267 x 3604,1497753115,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lost Rivers Medical Center,Lost Rivers Medical Center,"551 Highland Dr  Arco ID 83213 (43.639696, -113.29766)",551 Highland Dr,,Arco,ID,83213,(208) 252-7655,1114925047,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bmh Inc,Bingham Memorial Hospital,"98 Poplar St Blackfoot, ID 83221 (43.192952, -112.347442)",98 Poplar St,,Blackfoot,ID,83221,(208) 785-4100,1982805271,Administrative Location,22
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bmh Inc,Bingham Memorial Hospital,"98 Poplar St Blackfoot, ID 83221 (43.192952, -112.347442)",98 Poplar St,,Blackfoot,ID,83221,(208) 785-4100,1982805271,Community Setting,23
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"1501 Hiland Ave Burley, ID 83318 (42.534204, -113.783419)",1501 Hiland Ave,Cassia Regional Hospital,Burley,ID,83318,(801) 507-2478,1639643349,Community Setting,274
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Southwest District Health,Southwest District Health,"13307 Miami Ln Caldwell, ID 83607 (43.606298, -116.66059)",13307 Miami Ln,,Caldwell,ID,83607,(208) 455-5305,1598748337,Administrative Location,626
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Southwest District Health,Southwest District Health,"1008 E Locust St Emmett, ID 83617 (43.879073, -116.487639)",1008 E Locust St,,Emmett,ID,83617,(208) 365-6371,1598748337,Community Setting,623
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Southwest District Health,Southwest District Health,"132 E. Idaho Street Homedale, ID 83628 (43.617745, -116.930403)",132 E. Idaho Street,,Homedale,ID,83628,(208) 337-4931,1598748337,Community Setting,625
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Southwest District Health,Southwest District Health,"1155 3rd Ave N Payette, ID 83661 (44.07815, -116.92933)",1155 3rd Ave N,,Payette,ID,83661,(208) 642-9321,1598748337,Community Setting,624
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Southwest District Health,Southwest District Health,"46 W Court St Weiser, ID 83672 (44.247387, -116.970215)",46 W Court St,,Weiser,ID,83672,(208) 549-2370,1598748337,Community Setting,627
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Public Health District 1,Panhandle Health District,"7402 Caribou St Bonners Ferry, ID 83805 (48.702634, -116.319898)",7402 Caribou St,,Bonners Ferry,ID,83805,(208) 267-5558,1427616846,Administrative Location,603
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Public Health District 1,Panhandle Health District,"8500 N Atlas Rd Hayden, ID 83835 (47.749526, -116.829535)",8500 N Atlas Rd,,Hayden,ID,83835,(208) 415-5100,1427616846,Administrative Location,604
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Public Health District 1,Panhandle Health District,"35 Wildcat Way Kellogg, ID 83837 (47.541352, -116.13646)",35 Wildcat Way,Ste A,Kellogg,ID,83837,(208) 786-7474,1427616846,Administrative Location,602
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Gritman Medical Center Inc,Gritman Medical Center Inc,"700 S Main St Moscow, ID 83843 (46.728704, -117.001406)",700 S Main St,,Moscow,ID,83843,(208) 883-6341,1619988144,Administrative Location,190
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Public Health District 1,Panhandle Health District,"137 N 8th St St Maries, ID 83861 (47.316974, -116.567812)",137 N 8th St,,St Maries,ID,83861,(208) 245-4556,1427616846,Administrative Location,600
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Public Health District 1,Panhandle Health District,"2101 Pine St Sandpoint, ID 83864 (48.273041, -116.578406)",2101 Pine St,,Sandpoint,ID,83864,(208) 263-5159,1427616846,Administrative Location,601
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"170 N 1100 E American Fork, UT 84003 (40.380506, -111.769094)",170 N 1100 E,American Fork Hospital,American Fork,UT,84003,(801) 855-3461,1639643349,Community Setting,275
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of Utah,University Of Utah,"5126 W Daybreak Pkwy South Jordan, UT 84009 (40.541599, -112.01281)",5126 W Daybreak Pkwy,,South Jordan,UT,84009,(801) 213-4500,1588656870,Administrative Location,726
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"201 W Layton Pkwy Layton, UT 84041 (41.054447, -111.96761)",201 W Layton Pkwy,Intermountain Layton Hospital,Layton,UT,84041,(801) 525-5707,1639643349,Community Setting,276
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Exodus Healthcare Network Pllc,"Exodus Healthcare Network, Pllc","3665 S 8400 W Magna, UT 84044 (40.692975, -112.091814)",3665 S 8400 W,Ste 110,Magna,UT,84044,(801) 250-9638,1306952783,Administrative Location,160
Medicare Diabetes Prevention Program (MDPP) Expanded Model,County Of Summit,Summit County Health Department,"650 Round Valley Dr Park City, UT 84060 (40.683659, -111.46628)",650 Round Valley Dr,Ste 100,Park City,UT,84060,(435) 333-1500,1629159637,Administrative Location,97
Medicare Diabetes Prevention Program (MDPP) Expanded Model,IHC Health Services Inc,IHC Health Services Inc,"9660 S 1300 E Sandy, UT 84094 (40.57736, -111.853191)",9660 S 1300 E,,Sandy,UT,84094,(801) 507-3253,1639643349,Community Setting,894
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"5121 S Cottonwood St Murray, UT 84107 (40.658731, -111.894491)",5121 S Cottonwood St,,Murray,UT,84107,(801) 507-2480,1639643349,Administrative Location,279
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of Utah,University Of Utah,"530 S Wakara Way Salt Lake City, UT 84108 (40.757311, -111.830861)",530 S Wakara Way,Rm 140,Salt Lake City,UT,84108,(801) 213-8720,1588656870,Administrative Location,727
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Urban Indian Center Of Salt Lake,Urban Indian Center Of Salt Lake,"120 W 1300 S Salt Lake City, UT 84115 (40.741584, -111.894919)",120 W 1300 S,,Salt Lake City,UT,84115,(801) 214-7686,1154773158,Administrative Location,933
Medicare Diabetes Prevention Program (MDPP) Expanded Model,IHC Health Services Inc,IHC Health Services Inc,"8th Ave C St Salt Lake City, UT 84143 (40.778500042000076, -111.87892990299997)",8th Ave C St,8th Ave C St,Salt Lake City,UT,84143,(801) 507-3253,1639643349,Community Setting,893
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"935 N 1000 W Tremonton, UT 84337 (41.72485, -112.181413)",935 N 1000 W,Bear River Valley Hospital,Tremonton,UT,84337,(801) 507-2478,1639643349,Community Setting,280
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bear River District Health Dept,Bear River District Health Dept,"655 E 1300 N Logan, UT 84341 (41.755467, -111.817216)",655 E 1300 N,,Logan,UT,84341,(435) 792-6500,1659888196,Administrative Location,18
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"500 E 1400 N Logan, UT 84341 (41.757461, -111.822877)",500 E 1400 N,Logan Regional Hospital,Logan,UT,84341,(801) 507-2478,1639643349,Community Setting,278
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"4401 Harrison Blvd Ogden, UT 84403 (41.182796, -111.949118)",4401 Harrison Blvd,Mckay-Dee Hospital,Ogden,UT,84403,(801) 525-5707,1639643349,Community Setting,277
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Utah Navajo Health System Incorporated,Utah Navajo Health System Inc,"1478 East Highway 162  Montezuma Creek UT 84534 (37.25391, -109.106079)",1478 East Highway 162,,Montezuma Creek,UT,84534,(435) 651-3700,1811991151,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Utah County Government,Utah County Health Promotions,"151 S University Ave # 2700 Provo UT 84601 (40.231739, -111.658383)",151 S University Ave,# 2700,Provo,UT,84601,(801) 851-7014,1326707456,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"1034 N 500 W Provo, UT 84604 (40.248084, -111.667383)",1034 N 500 W,Utah Valley Hospital,Provo,UT,84604,(801) 357-8143,1639643349,Community Setting,272
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"1000 N Main St Richfield, UT 84701 (38.783275, -112.084663)",1000 N Main St,Sevier Valley Hospital,Richfield,UT,84701,(801) 507-2478,1639643349,Community Setting,271
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Ihc Health Services Inc,"1303 N Main St Cedar City, UT 84721 (37.700591, -113.063985)",1303 N Main St,Cedar City Hospital,Cedar City,UT,84721,(801) 507-2478,1639643349,Community Setting,273
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ihc Health Services Inc,Dixie Regional Medical Center,"515 S 300 E St George, UT 84770 (37.09937, -113.576972)",515 S 300 E,,St George,UT,84770,(435) 251-3793,1639643349,Community Setting,270
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sun Health Services,Sun Health Services,"13180 N 103rd Dr Sun City, AZ 85351 (33.60283, -112.282288)",13180 N 103rd Dr,,Sun City,AZ,85351,(623) 832-9355,1326463779,Community Setting,647
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sun Health Services,Sun Health Services,"14719 W Grand Ave Surprise, AZ 85374 (33.658345, -112.375675)",14719 W Grand Ave,,Surprise,AZ,85374,(623) 832-9355,1326463779,Administrative Location,648
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Tucson Medical Center,Tucson Medical Center,"5301 E Grant Rd  Tucson AZ 85712 (32.252393, -110.879009)",5301 E Grant Rd,,Tucson,AZ,85712,(520) 324-1614,1457011579,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Presbyterian Healthcare Services,Presbyterian Healthcare Services,"9521 San Mateo Ne Albuquerque, NM 87113 (35.195853, -106.586509)",9521 San Mateo Ne,The Solutions Group,Albuquerque,NM,87113,(505) 923-5429,1245734359,Administrative Location,923
Medicare Diabetes Prevention Program (MDPP) Expanded Model,New Mexico State University,New Mexico State University,"940 College Dr, Corner Of Knox And College Nmsu Cooperative Extension Service Las Cruces NM 88003 (32.280653, -106.745944)","940 College Dr, Corner Of Knox And College",Nmsu Cooperative Extension Service,Las Cruces,NM,88003,(575) 646-2034,1104455286,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Access To Healthcare Network Inc,Access To Healthcare Network Inc,"4001 S Virginia St Ste F Reno NV 89502 (39.485827, -119.795883)",4001 S Virginia St,Ste F,Reno,NV,89502,(775) 284-1898,1427457696,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Altamed Health Services Corp,Altamed Medical And Dental Group-East La/Whittier West (Boyle Heights),"3945 Whittier Blvd Los Angeles, CA 90023 (34.023918, -118.187721)",3945 Whittier Blvd,,Los Angeles,CA,90023,(323) 265-1998,1255542601,Administrative Location,8
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Monitor My Health, Inc.",Monitor My Health Inc,"5800 S Eastern Ave Commerce, CA 90040 (33.985344, -118.162063)",5800 S Eastern Ave,Ste 500,Commerce,CA,90040,(203) 683-5946,1760968598,Administrative Location,901
Medicare Diabetes Prevention Program (MDPP) Expanded Model,A Vision Of Health,South Gate Park Sports Center,"9520 Hildreth Ave South Gate, CA 90280 (33.946597, -118.187842)",9520 Hildreth Ave,,South Gate,CA,90280,(323) 563-5445,1417464793,Community Setting,3
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Tanner Care, Llc","Tanner Care, Llc","1851 Huntington Dr  Duarte CA 91010 (34.139612, -117.965622)",1851 Huntington Dr,,Duarte,CA,91010,(626) 471-9710,1255795977,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,San Fernando Community Hospital,San Fernando Community Health Center,"732 Mott St Ste 100-110 San Fernando CA 91340 (34.276386, -118.444554)",732 Mott St,Ste 100-110,San Fernando,CA,91340,(818) 963-5690 x 109,1245669555,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,A Vision Of Health,Panorama City Recreation Center,"8600 Hazeltine Ave Panorama City, CA 91402 (34.227145, -118.441753)",8600 Hazeltine Ave,,Panorama City,CA,91402,(818) 893-3401,1417464793,Community Setting,2
Medicare Diabetes Prevention Program (MDPP) Expanded Model,A Vision Of Health,A Vision Of Health,"16200 Ventura Blvd Encino, CA 91436 (34.156613, -118.485483)",16200 Ventura Blvd,Ste 217,Encino,CA,91436,(310) 628-4191,1417464793,Administrative Location,1
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Centro De Salud De La Comunidad De San Ysidro Inc,San Ysidro Health San Ysidro Health Center,"678 3rd Ave Chula Vista, CA 91910 (32.628716, -117.074986)",678 3rd Ave,,Chula Vista,CA,91910,(619) 662-4100,1558852947,Administrative Location,63
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Centro De Salud De La Comunidad De San Ysidro Inc,San Ysidro Health San Ysidro Health Center,"1637 3rd Ave Chula Vista, CA 91911 (32.596586, -117.064527)",1637 3rd Ave,,Chula Vista,CA,91911,(619) 662-4100,1558852947,Administrative Location,57
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sharp Healthcare,Sharp Rees-Stealy Center For Health Management,"1400 E Palomar St  Chula Vista CA 91913 (32.622892, -116.995796)",1400 E Palomar St,,Chula Vista,CA,91913,(858) 499-2700,1780283341,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Centro De Salud De La Comunidad De San Ysidro Inc,San Ysidro Health San Ysidro Health Center,"1136 D Ave National City, CA 91950 (32.673727, -117.101557)",1136 D Ave,,National City,CA,91950,(619) 662-4100,1558852947,Administrative Location,56
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Centro De Salud De La Comunidad De San Ysidro Inc,San Ysidro Health San Ysidro Health Center,"2400 E 8th St National City, CA 91950 (32.68283, -117.08206)",2400 E 8th St,Ste A,National City,CA,91950,(619) 662-4100,1558852947,Administrative Location,58
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sharp Healthcare,Sharp Rees-Stealy Center For Health Management,"8701 Cuyamaca St  Santee CA 92071 (32.834727, -116.983209)",8701 Cuyamaca St,,Santee,CA,92071,(858) 499-2700,1780283341,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sharp Healthcare,Sharp Rees-Stealy Center For Health Management,"5651 Copley Dr  San Diego CA 92111 (32.84224, -117.16682)",5651 Copley Dr,,San Diego,CA,92111,(858) 292-6345,1780283341,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Centro De Salud De La Comunidad De San Ysidro Inc,San Ysidro Health San Ysidro Health Center,"3177 Ocean View Blvd San Diego, CA 92113 (32.701187, -117.125855)",3177 Ocean View Blvd,,San Diego,CA,92113,(619) 662-4100,1558852947,Administrative Location,60
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Centro De Salud De La Comunidad De San Ysidro Inc,San Ysidro Health San Ysidro Health Center,"286 Euclid Ave San Diego, CA 92114 (32.707275, -117.085096)",286 Euclid Ave,Ste 302,San Diego,CA,92114,(619) 662-4100,1558852947,Administrative Location,59
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Centro De Salud De La Comunidad De San Ysidro Inc,San Ysidro Health San Ysidro Health Center,"950 S Euclid Ave San Diego, CA 92114 (32.695818, -117.08527)",950 S Euclid Ave,,San Diego,CA,92114,(619) 662-4100,1558852947,Administrative Location,64
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Scripps Health,Scripps Health,"10140 Campus Point Dr San Diego, CA 92121 (32.887369, -117.22202)",10140 Campus Point Dr,Ste 200,San Diego,CA,92121,(858) 678-7071,1275899072,Administrative Location,618
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sharp Healthcare,Sharp Rees-Stealy Center For Health Management,"9610 Granite Ridge Dr Ste A San Diego CA 92123 (32.805161, -117.121335)",9610 Granite Ridge Dr,Ste A,San Diego,CA,92123,(858) 499-2700,1780283341,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sharp Healthcare,Sharp Rees-Stealy Center For Health Management,"16899 W Bernardo Dr  San Diego CA 92127 (33.021793, -117.080541)",16899 W Bernardo Dr,,San Diego,CA,92127,(858) 499-2700,1780283341,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Sharp Healthcare,Sharp Rees-Stealy Center For Health Management,"10670 Wexford St  San Diego CA 92131 (32.939161, -117.09825)",10670 Wexford St,,San Diego,CA,92131,(858) 499-2700,1780283341,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The J. Moss Foundation,Skinny Gene Project,"10620 Treena St San Diego, CA 92131 (32.910674, -117.113829)",10620 Treena St,Ste 230,San Diego,CA,92131,(619) 793-2010 x 4,1013363522,Administrative Location,670
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Centro De Salud De La Comunidad De San Ysidro Inc,San Ysidro Health San Ysidro Health Center,"4004 Beyer Blvd San Ysidro, CA 92173 (32.558257, -117.04731)",4004 Beyer Blvd,,San Ysidro,CA,92173,(619) 662-4100,1558852947,Administrative Location,61
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Centro De Salud De La Comunidad De San Ysidro Inc,San Ysidro Health San Ysidro Health Center,"4050 Beyer Blvd San Ysidro, CA 92173 (32.55826, -117.047352)",4050 Beyer Blvd,,San Ysidro,CA,92173,(619) 662-4100,1558852947,Administrative Location,62
Medicare Diabetes Prevention Program (MDPP) Expanded Model,El Centro Regional Medical Center,El Centro Regional Medical Center,"1415 Ross Ave  El Centro CA 92243 (32.780454, -115.56852)",1415 Ross Ave,,El Centro,CA,92243,(760) 339-7136,1861409823,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,El Centro Regional Medical Center,El Centro Regional Medical Center,"1415 Ross Ave  El Centro CA 92243 (32.780454, -115.56852)",1415 Ross Ave,,El Centro,CA,92243,(760) 339-7146,1861409823,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,El Centro Regional Medical Center,El Centro Regional Medical Center,"3451 S Dogwood Rd Ste 1330 El Centro CA 92243 (32.763214, -115.530168)",3451 S Dogwood Rd,Ste 1330,El Centro,CA,92243,(760) 339-7146,1861409823,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Eisenhower Medical Center,Eisenhower Medical Center,"39000 Bob Hope Drive Probst Bldg Rancho Mirage, CA 92270 (33.764852, -116.408085)",39000 Bob Hope Drive Probst Bldg,Suite 100b,Rancho Mirage,CA,92270,(760) 837-8718,1013981554,Administrative Location,156
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Blessing Community Health Center,Blessing Community Health Center,"3972 N Waterman Ave Ste 104 San Bernardino CA 92404 (34.164127, -117.279074)",3972 N Waterman Ave,Ste 104,San Bernardino,CA,92404,(909) 433-9700,1558981381,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Altamed Health Services Corp,Altamed Medical And Dental Group-East La/Whittier West (Boyle Heights),"1814 W Lincoln Ave Anaheim, CA 92801 (33.832446, -117.946354)",1814 W Lincoln Ave,,Anaheim,CA,92801,(714) 399-4999,1255542601,Administrative Location,7
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of California Irvine,Uci Medical Center,"101 The City Dr S Bldg 53 3rd Fl Ste 304a Orange CA 92868 (33.787818, -117.889265)",101 The City Dr S,Bldg 53 3rd Fl Ste 304a,Orange,CA,92868,(714) 456-7514,1689608150,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of California Irvine,Uci Medical Center,"101 The City Dr S Bldg 53, 3rd Floor, Suite 304a Orange CA 92868 (33.787818, -117.889265)",101 The City Dr S,"Bldg 53, 3rd Floor, Suite 304a",Orange,CA,92868,(714) 456-7514,1689608150,,
Medicare Diabetes Prevention Program (MDPP) Expanded Model,California Health Collaborative Foundation,California Health Collaborative Foundation,"1450 Herndon Ave Clovis, CA 93611 (36.837413, -119.689787)",1450 Herndon Ave,,Clovis,CA,93611,(559) 353-9000,1780963140,Community Setting,857
Medicare Diabetes Prevention Program (MDPP) Expanded Model,California Health Collaborative Foundation,California Health Collaborative Foundation,"1110 Tucker Ave Sanger, CA 93657 (36.701406, -119.544625)",1110 Tucker Ave,,Sanger,CA,93657,(559) 524-6310,1780963140,Community Setting,855
Medicare Diabetes Prevention Program (MDPP) Expanded Model,California Health Collaborative Foundation,California Health Collaborative Foundation,"1812 7th St Sanger, CA 93657 (36.705901, -119.56222)",1812 7th St,,Sanger,CA,93657,(559) 875-2435,1780963140,Community Setting,859
Medicare Diabetes Prevention Program (MDPP) Expanded Model,California Health Collaborative Foundation,California Health Collaborative Foundation,"1680 W Shaw Ave Fresno, CA 93711 (36.808377, -119.823093)",1680 W Shaw Ave,,Fresno,CA,93711,(559) 244-4512,1780963140,Administrative Location,858
Medicare Diabetes Prevention Program (MDPP) Expanded Model,California Health Collaborative Foundation,California Health Collaborative Foundation,"1111 E Spruce Ave Fresno, CA 93720 (36.841253, -119.763671)",1111 E Spruce Ave,,Fresno,CA,93720,(559) 450-3000,1780963140,Community Setting,856
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"10 Ragsdale Drive, Suite 200 Monterey, CA 93940 (36.57826, -121.823644)","10 Ragsdale Drive, Suite 200",C/O Community Health Innovations,Monterey,CA,93940,(773) 952-9926,1144722653,Administrative Location,921
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"986 Hilby Ave Seaside, CA 93955 (36.602542, -121.845387)",986 Hilby Ave,C/O Oldemeyer Center,Seaside,CA,93955,(773) 952-9926,1144722653,Community Setting,922
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Chinese Hospital Association,Chinese Hospital Association,"386 Gellert Blvd Daly City, CA 94015 (37.665376, -122.468988)",386 Gellert Blvd,,Daly City,CA,94015,(650) 761-3500,1164458402,Administrative Location,66
Medicare Diabetes Prevention Program (MDPP) Expanded Model,First Mile Care Inc,First Mile Care Inc,"3000 Sand Hill Rd Menlo Park, CA 94025 (37.423243, -122.220669)",3000 Sand Hill Rd,Ste 3-210,Menlo Park,CA,94025,(650) 656-9856,1730651662,Administrative Location,868
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"2400 Grant Rd Mountain View, CA 94040 (37.370632, -122.077927)",2400 Grant Rd,,Mountain View,CA,94040,(408) 351-6484,1316481872,Community Setting,830
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"1445 Hudson St Redwood City, CA 94061 (37.470192, -122.227044)",1445 Hudson St,,Redwood City,CA,94061,(408) 351-6484,1316481872,Community Setting,825
Medicare Diabetes Prevention Program (MDPP) Expanded Model,First Mile Care Inc,Belcham,"620 Davis St San Francisco, CA 94111 (37.798332, -122.398606)",620 Davis St,,San Francisco,CA,94111,(650) 656-9856,1730651662,Community Setting,865
Medicare Diabetes Prevention Program (MDPP) Expanded Model,First Mile Care Inc,First Republic Bank-Pine St,"101 Pine St San Francisco, CA 94111 (37.792399, -122.398841)",101 Pine St,,San Francisco,CA,94111,(650) 656-9856,1730651662,Community Setting,869
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Chinese Hospital Association,Chinese Hospital Association,"888 Paris St San Francisco, CA 94112 (37.715633, -122.439471)",888 Paris St,Ste 202,San Francisco,CA,94112,(415) 677-2488,1164458402,Administrative Location,68
Medicare Diabetes Prevention Program (MDPP) Expanded Model,First Mile Care Inc,Noe Valley Ministry,"1021 Sanchez St San Francisco, CA 94114 (37.752812, -122.429777)",1021 Sanchez St,,San Francisco,CA,94114,(650) 656-9856,1730651662,Community Setting,872
Medicare Diabetes Prevention Program (MDPP) Expanded Model,First Mile Care Inc,Congregation Sherith Israel,"2266 California St San Francisco, CA 94115 (37.789174, -122.431752)",2266 California St,,San Francisco,CA,94115,(650) 656-9856,1730651662,Community Setting,866
Medicare Diabetes Prevention Program (MDPP) Expanded Model,First Mile Care Inc,The Spider,"4000 Geary Blvd San Francisco, CA 94118 (37.781168, -122.462322)",4000 Geary Blvd,Ste 200,San Francisco,CA,94118,(650) 656-9856,1730651662,Community Setting,874
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Chinese Hospital Association,Chinese Hospital Association,"845 Jackson St San Francisco, CA 94133 (37.795695, -122.40925)",845 Jackson St,,San Francisco,CA,94133,(415) 677-2370,1164458402,Administrative Location,67
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"3412 Ross Rd Palo Alto, CA 94303 (37.429077, -122.11628)",3412 Ross Rd,,Palo Alto,CA,94303,(408) 351-6484,1316481872,Community Setting,831
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"550 Bell St East Palo Alto, CA 94303 (37.465638, -122.14254)",550 Bell St,,East Palo Alto,CA,94303,(408) 351-6484,1316481872,Community Setting,832
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Touro University,Touro University California,"1310 Club Dr Vallejo, CA 94592 (38.084804, -122.265438)",1310 Club Dr,,Vallejo,CA,94592,(707) 638-5200,1689226565,Administrative Location,715
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"20803 Alves Dr Cupertino, CA 95014 (37.325226, -122.038285)",20803 Alves Dr,,Cupertino,CA,95014,(408) 351-6484,1316481872,Community Setting,829
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Young Mens Christian Association Of Silicon Valley,Ymca Of Silicon Valley,"171 W Edmundson Ave Morgan Hill, CA 95037 (37.1126, -121.645572)",171 W Edmundson Ave,,Morgan Hill,CA,95037,(408) 351-6484,1316481872,Community Setting,826
