"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY NONPROFIT","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE","PRACTICE LOCATION TYPE","LOCATION OTHER TYPE TEXT","SUBGROUP - GENERAL","SUBGROUP - ACUTE CARE","SUBGROUP - ALCOHOL DRUG","SUBGROUP - CHILDRENS","SUBGROUP - LONG-TERM","SUBGROUP - PSYCHIATRIC","SUBGROUP - REHABILITATION","SUBGROUP - SHORT-TERM","SUBGROUP - SWING-BED APPROVED","SUBGROUP - PSYCHIATRIC UNIT","SUBGROUP - REHABILITATION UNIT","SUBGROUP - SPECIALTY HOSPITAL","SUBGROUP - OTHER","SUBGROUP - OTHER TEXT","REH CONVERSION FLAG","REH CONVERSION DATE","CAH OR HOSPITAL CCN"
O20160425001968,NC,00-09,PART A PROVIDER - HOSPITAL,1982079802,N,34S119,2961310685,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,ATRIUM HEALTH STANLY BEHAVIORAL HEALTH,06/26/1943,NC,OTHER,HOSPITAL AUTHORITY,N,301 YADKIN ST,,ALBEMARLE,NC,280013441,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20160426001625,KY,00-09,PART A PROVIDER - HOSPITAL,1730547407,N,18U149,7113224783,T J HEALTH COLUMBIA INC,T J HEALTH COLUMBIA,12/15/2015,KY,CORPORATION,,N,901 WESTLAKE DR,,COLUMBIA,KY,427281123,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20160426001782,AZ,00-09,PART A PROVIDER - HOSPITAL,1336504380,Y,034032,1658670690,COPPER SPRINGS HOSPITAL LLC,COPPER SPRINGS - EAST,09/24/2014,DE,LLC,,P,10550 W MCDOWELL RD,,AVONDALE,AZ,853924864,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20160427001235,VT,00-09,PART A PROVIDER - HOSPITAL,1205873486,N,47T003,3779491071,UNIVERSITY OF VERMONT MEDICAL CENTER INC,UNIVERSITY OF VERMONT MEDICAL CENTER INPATIENT REHABILITATION UNIT,01/01/1995,VT,CORPORATION,,N,790 COLLEGE PKWY,,COLCHESTER,VT,054463007,HOSPITAL REHABILITATION UNIT,,Y,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20160428000370,NY,00-09,PART A PROVIDER - HOSPITAL,1437136843,N,33U008,9335118967,WYOMING COUNTY,,,NY,OTHER,GOVERNMENT,N,400 N MAIN ST,,WARSAW,NY,145691025,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20160503002274,CO,00-09,PART A PROVIDER - HOSPITAL,1528442357,N,060129,4880993476,UCHEALTH BROOMFIELD HOSPITAL,,10/01/2018,CO,CORPORATION,,N,11820 DESTINATION DR,,BROOMFIELD,CO,800212518,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160503002588,IL,00-09,PART A PROVIDER - HOSPITAL,1396109500,N,14T008,9234156233,GOTTLIEB MEMORIAL HOSPITAL,,08/08/1956,IL,CORPORATION,,N,701 W NORTH AVE,,MELROSE PARK,IL,601601612,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20160503002707,FL,00-09,PART A PROVIDER - HOSPITAL,1518674035,N,10S006,0547164659,ORLANDO HEALTH INC,,03/01/1977,FL,CORPORATION,,N,555 W STATE ROAD 434,,LONGWOOD,FL,327505119,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20160504001283,CA,00-09,PART A PROVIDER - HOSPITAL,1063812907,N,050488,3476506528,SUTTER BAY HOSPITALS,EDEN MEDICAL CENTER,12/09/1885,CA,CORPORATION,,N,20103 LAKE CHABOT ROAD,,CASTRO VALLEY,CA,945465305,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160504002670,TN,00-09,PART A PROVIDER - HOSPITAL,1396882205,N,440039,5092023416,VANDERBILT UNIVERSITY MEDICAL CENTER,,03/18/2015,TN,CORPORATION,,N,1211 MEDICAL CENTER DR,,NASHVILLE,TN,372320011,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20160505002380,TN,00-09,PART A PROVIDER - HOSPITAL,1558408633,N,44S039,5092023416,VANDERBILT UNIVERSITY MEDICAL CENTER,,03/18/2015,TN,CORPORATION,,N,1601 23RD AVE S,,NASHVILLE,TN,372123133,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20160506001103,NY,00-09,PART A PROVIDER - HOSPITAL,1124032982,N,33S196,4183535305,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,SOUTH BROOKLYN HEALTH,07/01/1970,NY,OTHER,GOVERNMENT AGENCY,N,2601 OCEAN PARKWAY,,BROOKLYN,NY,112357745,HOSPITAL PSYCHIATRIC UNIT,,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,,N,,
O20160511001562,SC,00-09,PART A PROVIDER - HOSPITAL,1629068531,N,42S067,7810809365,BEAUFORT COUNTY MEMORIAL HOSPITAL,BMH INPATIENT PSYCHIATRIC UNTI,,,OTHER,501(C)3,N,955 RIBAUT RD,,BEAUFORT,SC,299025441,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20160511001736,SC,00-09,PART A PROVIDER - HOSPITAL,1598717316,N,42S086,6800708330,PRISMA HEALTH-MIDLANDS,,02/09/1998,SC,CORPORATION,,N,1330 TAYLOR AT MARION,,COLUMBIA,SC,29203,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20160511002753,GA,00-09,PART A PROVIDER - HOSPITAL,1972535318,N,110031,7517256779,WELLSTAR SPALDING REGIONAL HOSPITAL INC,WELLSTAR SPALDING REGIONAL HOSPITAL,12/14/2015,GA,CORPORATION,,N,601 S 8TH ST,,GRIFFIN,GA,302244213,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160513000559,LA,00-09,PART A PROVIDER - HOSPITAL,1407207863,N,194087A,3476560939,"ALLEGIANCE HEALTH CENTER OF RUSTON, LLC",FREEDOM BEHAVIORAL HOSPITAL OF MONROE,,,LLC,,P,4402 STERLINGTON RD,,MONROE,LA,712032338,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20160513001113,GA,00-09,PART A PROVIDER - HOSPITAL,1750312997,N,110198,6901195973,WELLSTAR NORTH FULTON HOSPITAL INC,WELLSTAR NORTH FULTON HOSPITAL,12/14/2015,GA,CORPORATION,,N,3000 HOSPITAL BLVD,,ROSWELL,GA,300764915,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20160513001519,GA,00-09,PART A PROVIDER - HOSPITAL,1033135959,N,11T198,6901195973,WELLSTAR NORTH FULTON HOSPITAL INC,WELLSTAR NORTH FULTON HOSPITAL,12/14/2015,GA,CORPORATION,,N,3000 HOSPITAL BLVD,,ROSWELL,GA,300764915,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20160516001783,CA,00-09,PART A PROVIDER - HOSPITAL,1053443473,N,054123,5597054452,PORT CITY OPERATING COMPANY LLC,ST JOSEPHS BEHAVIORAL HEALTH CENTER,03/28/2014,CA,LLC,,N,2510 N CALIFORNIA ST,,STOCKTON,CA,952045502,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20160517000455,OK,00-09,PART A PROVIDER - HOSPITAL,1215914254,Y,37U018,0547170888,JANE PHILLIPS MEMORIAL MEDICAL CENTER INC,,02/23/1996,OK,CORPORATION,,N,3500 E FRANK PHILLIPS BLVD,,BARTLESVILLE,OK,740062411,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20160519001848,TX,00-09,PART A PROVIDER - HOSPITAL,1407229529,N,670116,8325951346,DECATUR HOSPITAL AUTHORITY,WISE HEALTH SYSTEM,,TX,OTHER,MUNICIPAL AUTHORITY,N,3200 NORTH TARRANT PKWY,,FORT WORTH,TX,761778611,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160520001484,CA,00-09,PART A PROVIDER - HOSPITAL,1528190931,N,050084,5597054452,PORT CITY OPERATING COMPANY LLC,ST JOSEPHS MEDICAL CENTER OF STOCKTON,03/28/2014,CA,LLC,,N,1800 N CALIFORNIA ST,,STOCKTON,CA,952046019,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160523000531,KY,00-09,PART A PROVIDER - HOSPITAL,1518384833,N,182009,0941514582,"CONTINUECARE HOSPITAL AT BAPTIST HEALTH MADISONVILLE, INC.",CONTINUECARE HOSPITAL AT BAPTIST HEALTH MADISONVILLE,03/06/2014,KY,CORPORATION,,N,900 HOSPITAL DR,,MADISONVILLE,KY,424311644,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20160523001877,KY,00-09,PART A PROVIDER - HOSPITAL,1093132300,N,182008,0547574741,CONTINUECARE HOSPITAL AT BAPTIST HEALTH PADUCAH INC,CONTINUECARE HOSPITAL AT BAPTIST HEALTH PADUCAH,03/06/2014,DE,CORPORATION,,N,2501 KENTUCKY AVE,,PADUCAH,KY,420033813,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20160523002259,TX,00-09,PART A PROVIDER - HOSPITAL,1326401951,N,45T563,2668380221,BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE,BAYLOR SCOTT & WHITE MEDICAL CENTER - GRAPEVINE,08/21/1981,TX,CORPORATION,,N,1650 W COLLEGE ST,,GRAPEVINE,TX,760513565,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20160525000523,UT,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1174979108,N,461335,2769376326,BEAVER VALLEY HOSPITAL,,,,OTHER,GOVERNMENT OWNED HOSPITAL,N,1109 N 100 W,,BEAVER,UT,847137746,,MAIN CAH,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160525000610,WV,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1649277476,Y,511320,1759291313,COMMUNITY HEALTH ASSOCIATION,JACKSON GENERAL HOSPITAL,07/01/1966,WV,CORPORATION,,P,122 PINNELL ST,,RIPLEY,WV,252719101,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160525001744,PA,00-09,PART A PROVIDER - HOSPITAL,1417016825,N,394047,6406145879,KIDSPEACE CHILDRENS HOSPITAL INC,,07/18/1991,PA,CORPORATION,,N,5300 KIDSPEACE DR,,OREFIELD,PA,180692044,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20160601001914,TX,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1043505225,N,45Z389,0446160733,PECOS COUNTY MEMORIAL HOSPITAL,,,,OTHER,COUNTY OWNED,N,387 W IH 10,,FORT STOCKTON,TX,797352700,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160602001126,NV,00-09,PART A PROVIDER - HOSPITAL,1003281452,Y,290057,9739479874,HENDERSON HOSPITAL,,01/16/1998,DE,LLC,,P,1050 W GALLERIA DRIVE,,HENDERSON,NV,890111706,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160603001988,CA,00-09,PART A PROVIDER - HOSPITAL,1699859223,Y,050315,4688964521,KERN COUNTY HOSPITAL AUTHORITY,,,,OTHER,POLITICAL SUBDIVISION OF A STATE,N,1700 MOUNT VERNON AVE,,BAKERSFIELD,CA,933064018,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160606001889,TX,00-09,PART A PROVIDER - HOSPITAL,1487606596,N,45T647,0446169510,COLUMBIA HOSPITAL AT MEDICAL CITY DALLAS SUBSIDIARY LP,MEDICAL CITY DALLAS,02/27/1997,TX,PARTNERSHIP,,P,7777 FOREST LN,,DALLAS,TX,752302571,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20160607000896,AL,00-09,PART A PROVIDER - HOSPITAL,1932553385,N,010089,0042500803,"BBH WBMC, LLC",WALKER BAPTIST MEDICAL CENTER,08/10/2015,DE,LLC,,P,3400 HIGHWAY 78 E,,JASPER,AL,355018956,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160607001128,AL,00-09,PART A PROVIDER - HOSPITAL,1194179440,N,01S089,0042500803,"BBH WBMC, LLC",WALKER BAPTIST MEDICAL CENTER,08/10/2015,DE,LLC,,P,3400 HIGHWAY 78 E,,JASPER,AL,355018956,HOSPITAL PSYCHIATRIC UNIT,,Y,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20160607001450,AL,00-09,PART A PROVIDER - HOSPITAL,1164876546,N,010103,0446540223,"BBH PBMC, LLC",PRINCETON BAPTIST MEDICAL CENTER,08/10/2015,DE,LLC,,P,701 PRINCETON AVE SW,,BIRMINGHAM,AL,352111303,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160608001366,CA,00-09,PART A PROVIDER - HOSPITAL,1689035628,N,050714,3476506528,SUTTER BAY HOSPITALS,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,12/09/1885,CA,CORPORATION,,N,2900 CHANTICLEER AVE,,SANTA CRUZ,CA,950651816,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160609000054,AL,00-09,PART A PROVIDER - HOSPITAL,1811341167,N,010016,7810287513,"BBH SBMC, LLC",SHELBY BAPTIST MEDICAL CENTER,06/19/2015,DE,LLC,,P,1000 1ST ST N,,ALABASTER,AL,350078703,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL CAMPUS,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160609000140,AL,00-09,PART A PROVIDER - HOSPITAL,1073967329,N,01S016,7810287513,"BBH SBMC, LLC",SHELBY BAPTIST MEDICAL CENTER,08/10/2015,DE,LLC,,P,1000 1ST ST N,,ALABASTER,AL,350078703,HOSPITAL PSYCHIATRIC UNIT,,Y,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20160609000246,AL,00-09,PART A PROVIDER - HOSPITAL,1174977557,N,010101,8729378419,"BBH CBMC, LLC",CITIZENS BAPTIST MEDICAL CENTER,08/10/2015,DE,LLC,,P,604 STONE AVE,,TALLADEGA,AL,351602217,OTHER HOSPITAL PRACTICE LOCATION,HOSPITAL CAMPUS,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160613001680,TX,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1740288505,N,451387,7315832722,UVALDE COUNTY HOSPITAL AUTHORITY,UVALDE MEMORIAL HOSPITAL,,,OTHER,HOSPITAL AUTHORITY,N,1025 GARNER FIELD RD,,UVALDE,TX,788014809,,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160614001955,CA,00-09,PART A PROVIDER - HOSPITAL,1043670342,N,05S007,3476506528,SUTTER BAY HOSPITALS,MILLS HEALTH CENTER D/P APH,12/09/1885,CA,CORPORATION,,N,100 S SAN MATEO DR,,SAN MATEO,CA,944013805,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,N,,
O20160616000221,MA,00-09,PART A PROVIDER - HOSPITAL,1063876241,N,224043,8123319498,DEVENS TREATMENT & RECOVERY CENTER LLC,TARAVISTA BEHAVIORAL HEALTH CENTER,,,LLC,,P,85 PATTON RD,,DEVENS,MA,014344401,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20160616002071,CA,00-09,PART A PROVIDER - HOSPITAL,1043670334,Y,050007,3476506528,SUTTER BAY HOSPITALS,MILLS-PENINSULA MEDICAL CENTER,12/09/1885,CA,CORPORATION,,N,1501 TROUSDALE DR,,BURLINGAME,CA,940104506,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160620001769,PA,00-09,PART A PROVIDER - HOSPITAL,1457715146,Y,390180,0749571990,PROSPECT CCMC LLC,CROZER-CHESTER MEDICAL CENTER,02/03/2016,PA,LLC,,P,ONE MEDICAL CENTER BLVD,CROZER-CHESTER MEDICAL CENTER,CHESTER,PA,190133902,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,,N,,
O20160620002381,PA,00-09,PART A PROVIDER - HOSPITAL,1225499379,N,39T180,0749571990,PROSPECT CCMC LLC,CROZER CHESTER MEDICAL CENTER,02/03/2016,PA,LLC,,P,ONE MEDICAL CENTER BLVD,CROZER CHESTER MEDICAL CENTER,CHESTER,PA,190133902,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,,N,,
O20160621000343,TX,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1760598692,N,451389,0446160733,PECOS COUNTY MEMORIAL HOSPITAL,,,,OTHER,COUNTY OWNED,N,387 W IH 10,,FORT STOCKTON,TX,797352700,OTHER HOSPITAL PRACTICE LOCATION,,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160621002422,PA,00-09,PART A PROVIDER - HOSPITAL,1255785390,N,39S180,0749571990,PROSPECT CCMC LLC,CROZER CHESTER MEDICAL CENTER,02/03/2016,PA,LLC,,P,ONE MEDICAL CENTER BLVD,CROZER CHESTER MEDICAL CENTER,CHESTER,PA,190133902,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,,N,,
O20160621002437,KY,00-09,PART A PROVIDER - HOSPITAL,1013379528,N,18U106,1355630492,THE MEDICAL CENTER AT CLINTON COUNTY INC,THE MEDICAL CENTER AT ALBANY,12/04/2015,KY,CORPORATION,,N,723 BURKESVILLE RD,,ALBANY,KY,426021654,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20160622001159,PA,00-09,PART A PROVIDER - HOSPITAL,1548624851,Y,390081,5092006072,PROSPECT DCMH LLC,DELEWARE COUNTY MEMORIAL HOSPITAL,02/03/2016,PA,LLC,,P,501 NORTH LANSDOWNE AVENUE,,DREXEL HILL,PA,190261114,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160622001303,KY,00-09,PART A PROVIDER - HOSPITAL,1598125502,N,180106,1355630492,THE MEDICAL CENTER AT CLINTON COUNTY INC,THE MEDICAL CENTER AT ALBANY,12/04/2015,KY,CORPORATION,,N,723 BURKESVILLE RD,,ALBANY,KY,426021654,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160627000562,AL,00-09,PART A PROVIDER - HOSPITAL,1144695081,N,010079,0749571537,HH-HEALTH SYSTEM - ATHENS LIMESTONE LLC,ATHENS LIMESTONE HOSPITAL,11/10/2015,AL,LLC,,N,700 W MARKET ST,,ATHENS,AL,356112457,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160628000720,UT,00-85,PART A PROVIDER - CRITICAL ACCESS HOSPITAL,1174979108,N,46Z335,2769376326,BEAVER VALLEY HOSPITAL,,,,OTHER,GOV OWNED SWINGBED HOSPITAL,N,1109 N 100 W,,BEAVER,UT,847137746,,CAH SWING BED,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160630000436,AL,00-09,PART A PROVIDER - HOSPITAL,1659725901,N,01S103,0446540223,"BBH PBMC, LLC",PRINCETON BAPTIST MEDICAL CENTER,08/10/2015,DE,LLC,,P,701 PRINCETON AVE SW,,BIRMINGHAM,AL,352111303,HOSPITAL PSYCHIATRIC UNIT,,Y,N,N,N,N,N,N,N,N,Y,N,N,N,,N,,
O20160701000066,AL,00-09,PART A PROVIDER - HOSPITAL,1811341290,N,01S139,5193017689,BBH BMC LLC,BROOKWOOD BAPTIST MEDICAL CENTER,08/11/2015,DE,LLC,,P,2010 BROOKWOOD MEDICAL CENTER DRIVE,,BIRMINGHAM,AL,352096804,HOSPITAL PSYCHIATRIC UNIT,,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,,N,,
O20160705000413,FL,00-09,PART A PROVIDER - HOSPITAL,1366898165,N,10T226,7113018698,"ORANGE PARK MEDICAL CENTER, INC.",ORANGE PARK REHABILITATION CENTER,08/26/1994,FL,CORPORATION,,P,1883 KINGSLEY AVENUE,,ORANGE PARK,FL,320734479,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20160706001772,TX,00-09,PART A PROVIDER - HOSPITAL,1255785382,N,45T862,0143133041,ST. LUKE'S COMMUNITY HEALTH SERVICES,ST. LUKE'S THE WOODLANDS HOSPITAL,03/14/2003,TX,CORPORATION,,N,17200 ST LUKES WAY,FLOOR 5,THE WOODLANDS,TX,773848007,HOSPITAL REHABILITATION UNIT,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20160707002337,AR,00-09,PART A PROVIDER - HOSPITAL,1285005140,N,040154,3971895137,CONWAY COMMUNITY SERVICES,BAPTIST HEALTH MEDICAL CENTER-CONWAY,11/28/2012,AR,CORPORATION,,N,1555 EXCHANGE AVE,,CONWAY,AR,720327824,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,,N,,
O20160708000647,CO,00-09,PART A PROVIDER - HOSPITAL,1619351160,N,060130,6406148691,UCHEALTH GRANDVIEW HOSPITAL,,03/04/2015,CO,CORPORATION,,N,5623 PULPIT PEAK VW,,COLORADO SPRINGS,CO,809183954,OTHER HOSPITAL PRACTICE LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160711001393,OH,00-09,PART A PROVIDER - HOSPITAL,1346607017,N,360364,0547552630,CLEVELAND CLINIC AVON HOSPITAL,,05/04/2015,OH,OTHER,OHIO NONPROFIT CORPORATION,N,33300 CLEVELAND CLINIC BLVD,,AVON,OH,440111172,OTHER HOSPITAL PRACTICE LOCATION,OUTPATIENT FACILITY,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160712000118,TX,00-09,PART A PROVIDER - HOSPITAL,1538465901,Y,45303600,0143404905,BIR JV LLP,BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION,,,PARTNERSHIP,,P,800 W ARBROOK BLVD,STE 200,ARLINGTON,TX,760154335,OPT EXTENSION SITE,,N,N,N,N,N,N,Y,N,N,N,N,N,N,,N,,
O20160714000045,LA,00-09,PART A PROVIDER - HOSPITAL,1801825005,N,19S145,3971596164,HOSPITAL SERVICE DISTRICT #2 OF LASALLE PARISH,LASALLE GENERAL HOSPITAL,,,OTHER,HOSPITAL SERVICE DISTRICT,N,187 NINTH ST,,JENA,LA,713423900,HOSPITAL PSYCHIATRIC UNIT,,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,,N,,
O20160714000101,TX,00-09,PART A PROVIDER - HOSPITAL,1962506568,N,45U078,4880983428,ANSON HOSPITAL DISTRICT,ANSON GENERAL HOSPITAL,,,OTHER,HOSPITAL DISTRICT / GOV'T ENTITY,N,101 AVENUE J,,ANSON,TX,795012113,HOSPITAL SWING-BED UNIT,,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,,
O20160714000376,SC,00-09,PART A PROVIDER - HOSPITAL,1205284411,N,420109,0840582656,MCLEOD HEALTH CLARENDON,,05/27/2016,SC,CORPORATION,,N,10 E HOSPITAL ST,,MANNING,SC,291023153,OTHER HOSPITAL PRACTICE LOCATION,,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
O20160714000900,OH,00-09,PART A PROVIDER - HOSPITAL,1063871820,N,362026,5698066512,"SELECT SPECIALTY HOSPITAL - CLEVELAND, LLC",SELECT SPECIALTY HOSPITAL - CLEVELAND FAIRHILL,02/10/2016,DE,LLC,,P,11900 FAIRHILL RD,,CLEVELAND,OH,441201062,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20160715000567,NY,00-09,PART A PROVIDER - HOSPITAL,1437216975,N,334064,3072782432,NYS OFFICE OF MENTAL HEALTH,SAGAMORE CHILDRENS PSYCH CENTER,,,OTHER,STATE OPERATED PSYCHIATRIC CENTER,N,197 HALF HOLLOW RD,,DIX HILLS,NY,117465861,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20160715000727,GA,00-09,PART A PROVIDER - HOSPITAL,1235598095,N,112004,6305138009,SELECT SPECIALTY HOSPITAL MIDTOWN ATLANTA LLC,SELECT SPECIALTY HOSPITAL-MIDTOWN ATLANTA,02/10/2016,DE,LLC,,P,705 JUNIPER ST NE,,ATLANTA,GA,303081307,MAIN/PRIMARY HOSPITAL LOCATION,,N,N,N,N,Y,N,N,N,N,N,N,N,N,,N,,
O20160715000826,TX,00-09,PART A PROVIDER - HOSPITAL,1477000974,N,67303500,0446324081,"GLOBALREHAB - FORT WORTH, LP",BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION - FORT WORTH,,,PARTNERSHIP,,P,805 HILL BLVD,UNIT 109,GRANBURY,TX,760481482,OPT EXTENSION SITE,,N,N,N,N,N,N,N,N,N,N,Y,N,N,,N,,
O20160715001177,NY,00-09,PART A PROVIDER - HOSPITAL,1073670519,Y,334065,3072782432,NYS OFFICE OF MENTAL HEALTH,WESTERN NEW YORK CHILDRENS CENTER,,,OTHER,STATE OPERATED PSYCH CENTER,N,1010 EAST AND WEST RD,,WEST SENECA,NY,142243602,HOSPITAL PSYCHIATRIC UNIT,,N,N,N,N,N,Y,N,N,N,N,N,N,N,,N,,
O20160720000339,AL,00-09,PART A PROVIDER - HOSPITAL,1003260480,N,010139,5193017689,BBH BMC LLC,BROOKWOOD BAPTIST MEDICAL CENTER,08/10/2015,DE,LLC,,P,2010 BROOKWOOD MEDICAL CTR DR,,BIRMINGHAM,AL,352096804,MAIN/PRIMARY HOSPITAL LOCATION,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,
