Enrollment ID,Legal Business Name,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Practice Location Phone Number,Specialty Name,Geographic Location Type Description,Geographic Location City Name,Geographic Location State Code,Geographic Location ZIP Code,State County Name
O20210415000461,SOUTHEASTERN HOME HEALTH SERVICES OF PA LLC,4641 POTTSVILLE PIKE,STE 106,READING,PA,19605-9707,(267) 552-6650,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,DAUPHIN
O20210415000461,SOUTHEASTERN HOME HEALTH SERVICES OF PA LLC,278 MAYTOWN RD,STE 400,ELIZABETHTOWN,PA,17022-9313,(717) 367-2571,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PA,--,PERRY
O20210415000461,SOUTHEASTERN HOME HEALTH SERVICES OF PA LLC,278 MAYTOWN RD,STE 400,ELIZABETHTOWN,PA,17022-9313,(717) 367-2571,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PA,--,NORTHUMBERLAND
O20210419001459,CORAM HEALTHCARE CORPORATION OF MASSACHUSETTS,575 UNIVERSITY AVE,STE 2,NORWOOD,MA,02062-2654,(781) 255-0956,HOME INFUSION THERAPY,RENDERING AREA,--,MA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,PICO RIVERA,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,SKYFOREST,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,THERMAL,CA,--,--
O20210513002716,"FLORIDA HOSPITAL HOME INFUSION, LLP",11461 N US HIGHWAY 301,STE 105,THONOTOSASSA,FL,33592-3541,(813) 436-2900,HOME INFUSION THERAPY,RENDERING AREA,--,FL,--,MANATEE
O20210513002716,"FLORIDA HOSPITAL HOME INFUSION, LLP",11461 N US HIGHWAY 301,STE 105,THONOTOSASSA,FL,33592-3541,(813) 436-2900,HOME INFUSION THERAPY,RENDERING AREA,--,FL,--,PASCO
O20210609003237,RED RIVER PHARMACY OF JONESBORO LLC,910 PROFESSIONAL ACRES DR,--,JONESBORO,AR,72401-4321,(870) 336-2195,HOME INFUSION THERAPY,RENDERING AREA,--,AR,--,SHARP
O20210326001967,N O W HEALTH CARE SOLUTIONS LLC,1821 SUMMIT RD,STE G10,CINCINNATI,OH,45237-2820,(513) 392-4301 x 108,HOME INFUSION THERAPY,RENDERING AREA,--,OH,--,--
O20210203001069,OPTUM INFUSION SERVICES 500 INC,1893 GENERAL GEORGE PATTON DR,STE 100,FRANKLIN,TN,37067-2790,(844) 579-7786,HOME INFUSION THERAPY,RENDERING AREA,--,TN,--,--
O20210310001014,AT HOME INFUSION SERVICES LLC,379 W MICHIGAN ST,STE 204,ORLANDO,FL,32806-4466,(800) 421-5596,HOME INFUSION THERAPY,RENDERING AREA,--,FL,--,--
O20210208000127,"CMHC, INC.",216 CENTER ST,--,DUPONT,PA,18641-1442,(570) 451-3050,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,PA,--,LUZERNE
O20210208000127,"CMHC, INC.",216 CENTER ST,--,DUPONT,PA,18641-1442,(570) 451-3050,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,WYOMING
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,HILLSIDE,IL,--,--
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,KILDEER,IL,--,--
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,MORTON GROVE,IL,--,--
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,NORTHFIELD,IL,--,--
O20211011000836,PRESENCE HOME CARE,5747 DEMPSTER ST,--,MORTON GROVE,IL,60053-3056,(847) 493-4800,HOME INFUSION THERAPY,RENDERING AREA,WINNETKA,IL,--,--
O20210505001012,CORAM ALTERNATE SITE SERVICES INC,5955 CORE RD,STE 512,NORTH CHARLESTON,SC,29406-6085,(843) 744-4183,HOME INFUSION THERAPY,RENDERING AREA,--,SC,--,--
O20210423000953,"CREDENCE HOME HEALTH SERVICES, INC.",9319 LBJ FWY,STE 203,DALLAS,TX,75243-3473,(972) 994-9200,HOME INFUSION THERAPY,SUPPLIER GR. AREA,GRAYSON,TX,--,--
O20210423000953,"CREDENCE HOME HEALTH SERVICES, INC.",9319 LBJ FWY,STE 203,DALLAS,TX,75243-3473,(972) 994-9200,HOME INFUSION THERAPY,SUPPLIER GR. AREA,TARRANT,TX,--,--
O20210423000953,"CREDENCE HOME HEALTH SERVICES, INC.",9319 LBJ FWY,STE 203,DALLAS,TX,75243-3473,(972) 994-9200,HOME INFUSION THERAPY,SUPPLIER GR. AREA,DENTON,TX,--,--
O20210315001667,"OPTIMA CARE HOME HEALTH SERVICES, INC.",4686 ONTARIO MILLS PKWY,STE 201,ONTARIO,CA,91764-5104,(909) 980-0002,HOME INFUSION THERAPY,RENDERING AREA,ALHAMBRA,CA,--,--
O20210315001667,"OPTIMA CARE HOME HEALTH SERVICES, INC.",4686 ONTARIO MILLS PKWY,STE 201,ONTARIO,CA,91764-5104,(909) 980-0002,HOME INFUSION THERAPY,RENDERING AREA,ARTESIA,CA,--,--
O20210315001667,"OPTIMA CARE HOME HEALTH SERVICES, INC.",4686 ONTARIO MILLS PKWY,STE 201,ONTARIO,CA,91764-5104,(909) 980-0002,HOME INFUSION THERAPY,RENDERING AREA,ARCADIA,CA,--,--
O20210128000309,EHS HOME HEALTH CARE SERVICE INC,2000 SPRINGER DR,--,LOMBARD,IL,60148-6402,(630) 963-7900,HOME INFUSION THERAPY,RENDERING AREA,--,IL,--,DEKALB
O20210128000309,EHS HOME HEALTH CARE SERVICE INC,2000 SPRINGER DR,--,LOMBARD,IL,60148-6402,(630) 963-7900,HOME INFUSION THERAPY,RENDERING AREA,--,IL,--,KANE
O20210128000309,EHS HOME HEALTH CARE SERVICE INC,2000 SPRINGER DR,--,LOMBARD,IL,60148-6402,(630) 963-7900,HOME INFUSION THERAPY,RENDERING AREA,--,IL,--,LA SALLE
O20210224002693,NEW ENGLAND LIFE CARE INC,108A INDUSTRIAL WAY,--,PORTLAND,ME,04103-1082,(207) 878-1288,HOME INFUSION THERAPY,RENDERING AREA,--,ME,--,--
O20230417002787,REGENTS OF THE UNIVERSITY OF CALIFORNIA,550 W RANCH VIEW DR,STE 1600,ROCKLIN,CA,95765-5397,(916) 703-4663,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,--
O20221128000976,"MEDILINK RXCARE HAMMONTON, LLC",44 S WHITE HORSE PIKE,--,HAMMONTON,NJ,08037-1845,(609) 956-1900,HOME INFUSION THERAPY,RENDERING AREA,--,NJ,--,BURLINGTON
O20221128000976,"MEDILINK RXCARE HAMMONTON, LLC",44 S WHITE HORSE PIKE,--,HAMMONTON,NJ,08037-1845,(609) 956-1900,HOME INFUSION THERAPY,RENDERING AREA,--,NJ,--,BERGEN
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,MN,--,--
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,MD,--,--
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,KS,--,--
O20230320000743,"HERITAGE BIOLOGICS, LLC.",255 NW VICTORIA DR,STE B,LEES SUMMIT,MO,64086-4709,(855) 937-7273,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,NEWBURY PARK,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,WRIGHTWOOD,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,FILLMORE,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,MIRA LOMA,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,PHELAN,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,ROSAMOND,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,WINNETKA,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,VALENCIA,CA,--,--
O20230714001741,ELITE INFUSION CARE LLC,1440 N HARBOR BLVD,STE 916,FULLERTON,CA,92835-4127,(714) 519-6993,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,CA,--,RIVERSIDE
O20230714001741,ELITE INFUSION CARE LLC,1440 N HARBOR BLVD,STE 916,FULLERTON,CA,92835-4127,(714) 519-6993,HOME INFUSION THERAPY,RENDERING AREA,--,CA,--,VENTURA
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,TUJUNGA,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,ALTADENA,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,WEST HOLLYWOOD,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,VAN NUYS,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,EL MONTE,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,MOUNT WILSON,CA,--,--
O20230427001393,"EAST TEXAS PHC, LLC",602 E WHALEY ST,--,LONGVIEW,TX,75601-6525,(903) 753-2273,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,TX,--,HARRISON
O20230427001393,"EAST TEXAS PHC, LLC",602 E WHALEY ST,--,LONGVIEW,TX,75601-6525,(903) 753-2273,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,TX,--,MORRIS
O20230427001393,"EAST TEXAS PHC, LLC",602 E WHALEY ST,--,LONGVIEW,TX,75601-6525,(903) 753-2273,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,TX,--,PANOLA
O20230427001393,"EAST TEXAS PHC, LLC",602 E WHALEY ST,--,LONGVIEW,TX,75601-6525,(903) 753-2273,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,CASS
O20221221001110,"NAPLES HOME HEALTH CARE ,INC",501 GOODLETTE RD,STE C200,NAPLES,FL,34102-5666,(239) 465-0224,HOME INFUSION THERAPY,RENDERING AREA,--,FL,--,GLADES
O20221221001110,"NAPLES HOME HEALTH CARE ,INC",501 GOODLETTE RD,STE C200,NAPLES,FL,34102-5666,(239) 465-0224,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,FL,--,DE SOTO
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,VERDUGO CITY,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,DUARTE,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,PACIFIC PALISADES,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,DOWNEY,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,STEVENSON RANCH,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,WALNUT,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,LOS ALAMITOS,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,MALIBU,CA,--,--
O20230113001397,TARLANI CORP,2347 HONOLULU AVE,--,MONTROSE,CA,91020-1821,(818) 241-4444,HOME INFUSION THERAPY,RENDERING AREA,UPLAND,CA,--,--
O20230515003399,"BAYSIDE SOLUTIONS, INC.",1001 2ND ST,BLDG 1,CORPUS CHRISTI,TX,78404-2374,(361) 452-3384,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,TX,--,DUVAL
O20230515003399,"BAYSIDE SOLUTIONS, INC.",1001 2ND ST,BLDG 1,CORPUS CHRISTI,TX,78404-2374,(361) 452-3384,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,ARANSAS
O20230515003399,"BAYSIDE SOLUTIONS, INC.",1001 2ND ST,BLDG 1,CORPUS CHRISTI,TX,78404-2374,(361) 452-3384,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,KARNES
O20230515003399,"BAYSIDE SOLUTIONS, INC.",1001 2ND ST,BLDG 1,CORPUS CHRISTI,TX,78404-2374,(361) 452-3384,HOME INFUSION THERAPY,RENDERING AREA,--,TX,--,LIVE OAK
O20230126002474,MYMICHIGAN MEDICAL CENTER MIDLAND,4500 CAMPUS RIDGE DR,--,MIDLAND,MI,48640-6123,(989) 839-6256,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,MI,--,--
O20230126002474,MYMICHIGAN MEDICAL CENTER MIDLAND,4500 CAMPUS RIDGE DR,--,MIDLAND,MI,48640-6123,(989) 839-6256,HOME INFUSION THERAPY,RENDERING AREA,--,MI,--,--
O20201223001304,HORIZON HOME CARE & HOSPICE INC,13111 N PORT WASHINGTON RD,--,MEQUON,WI,53097-2416,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,MANITOWOC
O20201223001304,HORIZON HOME CARE & HOSPICE INC,112 E DREXEL AVE,--,OAK CREEK,WI,53154-2123,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,MANITOWOC
O20201223001304,HORIZON HOME CARE & HOSPICE INC,8503 75TH ST,STE B,KENOSHA,WI,53142-7620,(414) 365-8300,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WI,--,WINNEBAGO
O20210325001201,SOLEO HEALTH INC,8275 EL RIO ST,STE 180,HOUSTON,TX,77054-4651,(832) 981-1000,HOME INFUSION THERAPY,--,--,--,--,--
O20210218002079,COMPLETE INFUSION SERVICES LLC,31555 INDUSTRIAL RD,STE 200,LIVONIA,MI,48150-1850,(866) 425-2550,HOME INFUSION THERAPY,RENDERING AREA,--,MI,--,--
O20201215000417,OPTION CARE ENTERPRISES INC,8940 NIEMAN RD,--,OVERLAND PARK,KS,66214-1747,(800) 475-1101,HOME INFUSION THERAPY,RENDERING AREA,--,KS,--,--
O20210826002187,INFUSION SOLUTIONS INC,477 W HORTON RD,--,BELLINGHAM,WA,98226-1205,(360) 933-4892,HOME INFUSION THERAPY,SUPPLIER GR. AREA,--,WA,--,--
O20221117001910,AMBER ENTERPRISES INC,1 E ERIE ST,STE 630,CHICAGO,IL,60611-4756,(888) 370-1724,HOME INFUSION THERAPY,RENDERING AREA,--,AZ,--,--
O20221117001910,AMBER ENTERPRISES INC,1 E ERIE ST,STE 630,CHICAGO,IL,60611-4756,(888) 370-1724,HOME INFUSION THERAPY,RENDERING AREA,--,PA,--,--
O20210416000228,CATHOLIC HEALTH SYSTEM INFUSION PHARMACY INC,6350 TRANSIT RD,--,DEPEW,NY,14043-1039,(716) 685-4870,HOME INFUSION THERAPY,RENDERING AREA,DERBY,NY,--,--
O20210416000228,CATHOLIC HEALTH SYSTEM INFUSION PHARMACY INC,6350 TRANSIT RD,--,DEPEW,NY,14043-1039,(716) 685-4870,HOME INFUSION THERAPY,RENDERING AREA,ELMA,NY,--,--
O20210416000228,CATHOLIC HEALTH SYSTEM INFUSION PHARMACY INC,6350 TRANSIT RD,--,DEPEW,NY,14043-1039,(716) 685-4870,HOME INFUSION THERAPY,RENDERING AREA,SPRINGVILLE,NY,--,--
O20210416000228,CATHOLIC HEALTH SYSTEM INFUSION PHARMACY INC,6350 TRANSIT RD,--,DEPEW,NY,14043-1039,(716) 685-4870,HOME INFUSION THERAPY,RENDERING AREA,LAKEVIEW,NY,--,--
O20210416000228,CATHOLIC HEALTH SYSTEM INFUSION PHARMACY INC,6350 TRANSIT RD,--,DEPEW,NY,14043-1039,(716) 685-4870,HOME INFUSION THERAPY,RENDERING AREA,SARDINIA,NY,--,--
O20210309002322,PROVIDENCE HEALTH & SERVICES OREGON,840 ROYAL AVE,STE 120,MEDFORD,OR,97504-6461,(541) 732-5566,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,BAKER
O20210309002322,PROVIDENCE HEALTH & SERVICES OREGON,840 ROYAL AVE,STE 120,MEDFORD,OR,97504-6461,(541) 732-5566,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,CROOK
O20210309002322,PROVIDENCE HEALTH & SERVICES OREGON,840 ROYAL AVE,STE 120,MEDFORD,OR,97504-6461,(541) 732-5566,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,CURRY
O20210309002322,PROVIDENCE HEALTH & SERVICES OREGON,6410 NE HALSEY ST,STE 400,PORTLAND,OR,97213-4759,(503) 215-4633,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,CURRY
O20210309002322,PROVIDENCE HEALTH & SERVICES OREGON,6410 NE HALSEY ST,STE 400,PORTLAND,OR,97213-4759,(503) 215-4633,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,LAKE
O20210309002322,PROVIDENCE HEALTH & SERVICES OREGON,840 ROYAL AVE,STE 120,MEDFORD,OR,97504-6461,(541) 732-5566,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,POLK
O20210309002322,PROVIDENCE HEALTH & SERVICES OREGON,840 ROYAL AVE,STE 120,MEDFORD,OR,97504-6461,(541) 732-5566,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,TILLAMOOK
O20210309002322,PROVIDENCE HEALTH & SERVICES OREGON,6410 NE HALSEY ST,STE 400,PORTLAND,OR,97213-4759,(503) 215-4633,HOME INFUSION THERAPY,RENDERING AREA,--,OR,--,WASCO
O20210216000183,OPTUM INFUSION SERVICES 500 INC,19 CHAPIN ROAD,"BUILDING D, SUITE D7",PINE BROOK,NJ,07058-9385,(973) 461-0100,HOME INFUSION THERAPY,RENDERING AREA,--,NJ,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,VILLA PARK,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,VISTA,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,WEST HOLLYWOOD,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,IDYLLWILD,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,LADERA RANCH,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,MANHATTAN BEACH,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,MONTEBELLO,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,MORENO VALLEY,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,CHULA VISTA,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,LA MESA,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,LUCERNE VALLEY,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,ROSEMEAD,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,SAN PEDRO,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,TEMPLE CITY,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,RIVERSIDE,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,SANTEE,CA,--,--
O20210317003042,CARE DIMENSIONS OF THE DESERT LLC,74130 CNTY CLUB DR,STE 104,PALM DESERT,CA,92260-1687,(760) 444-0699,HOME INFUSION THERAPY,RENDERING AREA,AVALON,CA,--,--
O20210818002720,PARAGON INFUSION CARE INC,3033 W PRESIDENT GEORGE BUSH HWY,STE 100-A,PLANO,TX,75075-5752,(972) 588-1000,HOME INFUSION THERAPY,RENDERING AREA,COMAL,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,3033 W PRESIDENT GEORGE BUSH HWY,STE 100-A,PLANO,TX,75075-5752,(972) 588-1000,HOME INFUSION THERAPY,RENDERING AREA,GONZALES,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,3033 W PRESIDENT GEORGE BUSH HWY,STE 100-A,PLANO,TX,75075-5752,(972) 588-1000,HOME INFUSION THERAPY,RENDERING AREA,BLANCO,TX,--,--
O20210818002720,PARAGON INFUSION CARE INC,3033 W PRESIDENT GEORGE BUSH HWY,STE 100-A,PLANO,TX,75075-5752,(972) 588-1000,HOME INFUSION THERAPY,RENDERING AREA,GILLESPIE,TX,--,--
O20210716000514,PATHWAYS HEALTHCARE LLC,75 SOCKANOSSET CROSS RD,STE 210,CRANSTON,RI,02920-5558,(617) 481-9077,HOME INFUSION THERAPY,RENDERING AREA,--,RI,--,--
O20221206001163,HYVACS LLC,215 10TH ST STE 110,HY-VEE PHARMACY SOLUTIONS,DES MOINES,IA,50309-3608,(877) 794-9833,HOME INFUSION THERAPY,RENDERING AREA,--,KS,--,--
O20221206001163,HYVACS LLC,215 10TH ST STE 110,HY-VEE PHARMACY SOLUTIONS,DES MOINES,IA,50309-3608,(877) 794-9833,HOME INFUSION THERAPY,RENDERING AREA,--,WI,--,--
O20211014001079,PRESENCE HOME CARE,555 W COURT ST,--,KANKAKEE,IL,60901-3664,(815) 937-2475,HOME INFUSION THERAPY,RENDERING AREA,REDDICK,IL,--,--
O20211014001079,PRESENCE HOME CARE,555 W COURT ST,--,KANKAKEE,IL,60901-3664,(815) 937-2475,HOME INFUSION THERAPY,RENDERING AREA,GODLEY,IL,--,--
O20220726003369,PRESENCE HOME CARE,50 UNO CIR,STE EAST,JOLIET,IL,60435-8159,(815) 741-7371,HOME INFUSION THERAPY,RENDERING AREA,GRAND RIDGE,IL,--,--
O20210226001965,NEW ENGLAND LIFE CARE INC,41C TERRILL PARK DR,--,CONCORD,NH,03301-5256,(603) 224-3100,HOME INFUSION THERAPY,RENDERING AREA,--,NH,--,--
O20210317000994,"HOME AIDE SERVICE OF EASTERN NEW YORK, INC.",433 RIVER ST,STE 3000,TROY,NY,12180-2250,(518) 274-6200 x 1310,HOME INFUSION THERAPY,RENDERING AREA,--,NY,--,ALBANY
O20210315001667,"OPTIMA CARE HOME HEALTH SERVICES, INC.",4686 ONTARIO MILLS PKWY,STE 201,ONTARIO,CA,91764-5104,(909) 980-0002,HOME INFUSION THERAPY,RENDERING AREA,CANYON LAKE,CA,--,--
O20210315001667,"OPTIMA CARE HOME HEALTH SERVICES, INC.",4686 ONTARIO MILLS PKWY,STE 201,ONTARIO,CA,91764-5104,(909) 980-0002,HOME INFUSION THERAPY,RENDERING AREA,VISTA,CA,--,--
O20210315001667,"OPTIMA CARE HOME HEALTH SERVICES, INC.",4686 ONTARIO MILLS PKWY,STE 201,ONTARIO,CA,91764-5104,(909) 980-0002,HOME INFUSION THERAPY,RENDERING AREA,FERRUM,CA,--,--
